Signal,3035 - 75th St W 29th Ave W,Unnamed: 2,Unnamed: 3
05/17/21 15:35:21.900,1,Phase Begin Green,2
05/17/21 15:36:39.300,7,Phase Green Termination,2
05/17/21 15:36:39.300,8,Phase Begin Yellow Clearance,2
05/17/21 15:36:44.600,9,Phase End Yellow Clearance,2
05/17/21 15:36:44.600,10,Phase Begin Red Clearance,2
05/17/21 15:36:46.600,11,Phase End Red Clearance,2
05/17/21 15:37:30.700,1,Phase Begin Green,2
05/17/21 15:38:19.400,7,Phase Green Termination,2
05/17/21 15:38:19.400,8,Phase Begin Yellow Clearance,2
05/17/21 15:38:24.700,9,Phase End Yellow Clearance,2
05/17/21 15:38:24.700,10,Phase Begin Red Clearance,2
05/17/21 15:38:26.700,11,Phase End Red Clearance,2
05/17/21 15:38:42.100,1,Phase Begin Green,2
05/17/21 15:39:59.400,7,Phase Green Termination,2
05/17/21 15:39:59.400,8,Phase Begin Yellow Clearance,2
05/17/21 15:40:04.700,9,Phase End Yellow Clearance,2
05/17/21 15:40:04.700,10,Phase Begin Red Clearance,2
05/17/21 15:40:06.700,11,Phase End Red Clearance,2
05/17/21 15:40:22.400,1,Phase Begin Green,2
05/17/21 15:41:39.400,7,Phase Green Termination,2
05/17/21 15:41:39.400,8,Phase Begin Yellow Clearance,2
05/17/21 15:41:44.700,9,Phase End Yellow Clearance,2
05/17/21 15:41:44.700,10,Phase Begin Red Clearance,2
05/17/21 15:41:46.700,11,Phase End Red Clearance,2
05/17/21 15:42:11.900,1,Phase Begin Green,2
05/17/21 15:45:02.100,7,Phase Green Termination,2
05/17/21 15:45:02.100,8,Phase Begin Yellow Clearance,2
05/17/21 15:45:07.400,9,Phase End Yellow Clearance,2
05/17/21 15:45:07.400,10,Phase Begin Red Clearance,2
05/17/21 15:45:09.400,11,Phase End Red Clearance,2
05/17/21 15:45:27.200,1,Phase Begin Green,2
05/17/21 15:46:40.000,7,Phase Green Termination,2
05/17/21 15:46:40.000,8,Phase Begin Yellow Clearance,2
05/17/21 15:46:45.300,9,Phase End Yellow Clearance,2
05/17/21 15:46:45.300,10,Phase Begin Red Clearance,2
05/17/21 15:46:47.300,11,Phase End Red Clearance,2
05/17/21 15:47:05.000,1,Phase Begin Green,2
05/17/21 15:50:00.000,7,Phase Green Termination,2
05/17/21 15:50:00.000,8,Phase Begin Yellow Clearance,2
05/17/21 15:50:05.300,9,Phase End Yellow Clearance,2
05/17/21 15:50:05.300,10,Phase Begin Red Clearance,2
05/17/21 15:50:07.300,11,Phase End Red Clearance,2
05/17/21 15:50:25.200,1,Phase Begin Green,2
05/17/21 15:51:40.000,7,Phase Green Termination,2
05/17/21 15:51:40.000,8,Phase Begin Yellow Clearance,2
05/17/21 15:51:45.300,9,Phase End Yellow Clearance,2
05/17/21 15:51:45.300,10,Phase Begin Red Clearance,2
05/17/21 15:51:47.300,11,Phase End Red Clearance,2
05/17/21 15:52:17.900,1,Phase Begin Green,2
05/17/21 15:53:20.000,7,Phase Green Termination,2
05/17/21 15:53:20.000,8,Phase Begin Yellow Clearance,2
05/17/21 15:53:25.300,9,Phase End Yellow Clearance,2
05/17/21 15:53:25.300,10,Phase Begin Red Clearance,2
05/17/21 15:53:27.300,11,Phase End Red Clearance,2
05/17/21 15:53:46.800,1,Phase Begin Green,2
05/17/21 15:56:40.000,7,Phase Green Termination,2
05/17/21 15:56:40.000,8,Phase Begin Yellow Clearance,2
05/17/21 15:56:45.300,9,Phase End Yellow Clearance,2
05/17/21 15:56:45.300,10,Phase Begin Red Clearance,2
05/17/21 15:56:47.300,11,Phase End Red Clearance,2
05/17/21 15:57:17.900,1,Phase Begin Green,2
05/17/21 16:00:02.100,7,Phase Green Termination,2
05/17/21 16:00:02.100,8,Phase Begin Yellow Clearance,2
05/17/21 16:00:07.400,9,Phase End Yellow Clearance,2
05/17/21 16:00:07.400,10,Phase Begin Red Clearance,2
05/17/21 16:00:09.400,11,Phase End Red Clearance,2
05/17/21 16:00:24.800,1,Phase Begin Green,2
05/17/21 16:01:41.700,7,Phase Green Termination,2
05/17/21 16:01:41.700,8,Phase Begin Yellow Clearance,2
05/17/21 16:01:47.000,9,Phase End Yellow Clearance,2
05/17/21 16:01:47.000,10,Phase Begin Red Clearance,2
05/17/21 16:01:49.000,11,Phase End Red Clearance,2
05/17/21 16:02:05.400,1,Phase Begin Green,2
05/17/21 16:05:00.000,7,Phase Green Termination,2
05/17/21 16:05:00.000,8,Phase Begin Yellow Clearance,2
05/17/21 16:05:05.300,9,Phase End Yellow Clearance,2
05/17/21 16:05:05.300,10,Phase Begin Red Clearance,2
05/17/21 16:05:07.300,11,Phase End Red Clearance,2
05/17/21 16:05:22.600,1,Phase Begin Green,2
05/17/21 16:06:40.000,7,Phase Green Termination,2
05/17/21 16:06:40.000,8,Phase Begin Yellow Clearance,2
05/17/21 16:06:45.300,9,Phase End Yellow Clearance,2
05/17/21 16:06:45.300,10,Phase Begin Red Clearance,2
05/17/21 16:06:47.300,11,Phase End Red Clearance,2
05/17/21 16:07:17.900,1,Phase Begin Green,2
05/17/21 16:08:20.100,7,Phase Green Termination,2
05/17/21 16:08:20.100,8,Phase Begin Yellow Clearance,2
05/17/21 16:08:25.400,9,Phase End Yellow Clearance,2
05/17/21 16:08:25.400,10,Phase Begin Red Clearance,2
05/17/21 16:08:27.400,11,Phase End Red Clearance,2
05/17/21 16:08:42.700,1,Phase Begin Green,2
05/17/21 16:10:00.100,7,Phase Green Termination,2
05/17/21 16:10:00.100,8,Phase Begin Yellow Clearance,2
05/17/21 16:10:05.400,9,Phase End Yellow Clearance,2
05/17/21 16:10:05.400,10,Phase Begin Red Clearance,2
05/17/21 16:10:07.400,11,Phase End Red Clearance,2
05/17/21 16:10:22.700,1,Phase Begin Green,2
05/17/21 16:13:19.700,7,Phase Green Termination,2
05/17/21 16:13:19.700,8,Phase Begin Yellow Clearance,2
05/17/21 16:13:25.000,9,Phase End Yellow Clearance,2
05/17/21 16:13:25.000,10,Phase Begin Red Clearance,2
05/17/21 16:13:27.200,11,Phase End Red Clearance,2
05/17/21 16:13:42.300,1,Phase Begin Green,2
05/17/21 16:15:03.000,7,Phase Green Termination,2
05/17/21 16:15:03.000,8,Phase Begin Yellow Clearance,2
05/17/21 16:15:07.300,9,Phase End Red Clearance,2
05/17/21 16:15:08.300,10,Phase End Yellow Clearance,2
05/17/21 16:15:08.300,11,Phase Begin Red Clearance,2
05/17/21 16:15:37.900,1,Phase Begin Green,2
05/17/21 16:19:59.900,7,Phase Green Termination,2
05/17/21 16:19:59.900,8,Phase Begin Yellow Clearance,2
05/17/21 16:20:05.200,9,Phase End Yellow Clearance,2
05/17/21 16:20:05.200,10,Phase Begin Red Clearance,2
05/17/21 16:20:07.200,11,Phase End Red Clearance,2
05/17/21 16:20:24.200,1,Phase Begin Green,2
05/17/21 16:21:39.900,7,Phase Green Termination,2
05/17/21 16:21:39.900,8,Phase Begin Yellow Clearance,2
05/17/21 16:21:45.200,9,Phase End Yellow Clearance,2
05/17/21 16:21:45.200,10,Phase Begin Red Clearance,2
05/17/21 16:21:47.200,11,Phase End Red Clearance,2
05/17/21 16:22:03.400,1,Phase Begin Green,2
05/17/21 16:23:41.800,7,Phase Green Termination,2
05/17/21 16:23:41.800,8,Phase Begin Yellow Clearance,2
05/17/21 16:23:47.100,9,Phase End Yellow Clearance,2
05/17/21 16:23:47.100,10,Phase Begin Red Clearance,2
05/17/21 16:23:49.100,11,Phase End Red Clearance,2
05/17/21 16:24:04.400,1,Phase Begin Green,2
05/17/21 16:24:59.900,7,Phase Green Termination,2
05/17/21 16:24:59.900,8,Phase Begin Yellow Clearance,2
05/17/21 16:25:05.200,9,Phase End Yellow Clearance,2
05/17/21 16:25:05.200,10,Phase Begin Red Clearance,2
05/17/21 16:25:07.200,11,Phase End Red Clearance,2
05/17/21 16:25:24.100,1,Phase Begin Green,2
05/17/21 16:28:19.900,7,Phase Green Termination,2
05/17/21 16:28:19.900,8,Phase Begin Yellow Clearance,2
05/17/21 16:28:25.200,9,Phase End Yellow Clearance,2
05/17/21 16:28:25.200,10,Phase Begin Red Clearance,2
05/17/21 16:28:27.200,11,Phase End Red Clearance,2
05/17/21 16:29:12.100,1,Phase Begin Green,2
05/17/21 16:31:40.000,7,Phase Green Termination,2
05/17/21 16:31:40.000,8,Phase Begin Yellow Clearance,2
05/17/21 16:31:45.300,9,Phase End Yellow Clearance,2
05/17/21 16:31:45.300,10,Phase Begin Red Clearance,2
05/17/21 16:31:47.300,11,Phase End Red Clearance,2
05/17/21 16:32:24.600,1,Phase Begin Green,2
05/17/21 16:33:20.000,7,Phase Green Termination,2
05/17/21 16:33:20.000,8,Phase Begin Yellow Clearance,2
05/17/21 16:33:25.300,9,Phase End Yellow Clearance,2
05/17/21 16:33:25.300,10,Phase Begin Red Clearance,2
05/17/21 16:33:27.300,11,Phase End Red Clearance,2
05/17/21 16:34:04.300,1,Phase Begin Green,2
05/17/21 16:35:00.600,7,Phase Green Termination,2
05/17/21 16:35:00.600,8,Phase Begin Yellow Clearance,2
05/17/21 16:35:05.900,9,Phase End Yellow Clearance,2
05/17/21 16:35:05.900,10,Phase Begin Red Clearance,2
05/17/21 16:35:07.900,11,Phase End Red Clearance,2
05/17/21 16:35:23.200,1,Phase Begin Green,2
05/17/21 16:36:40.000,7,Phase Green Termination,2
05/17/21 16:36:40.000,8,Phase Begin Yellow Clearance,2
05/17/21 16:36:45.300,9,Phase End Yellow Clearance,2
05/17/21 16:36:45.300,10,Phase Begin Red Clearance,2
05/17/21 16:36:47.300,11,Phase End Red Clearance,2
05/17/21 16:37:02.600,1,Phase Begin Green,2
05/17/21 16:38:19.900,7,Phase Green Termination,2
05/17/21 16:38:19.900,8,Phase Begin Yellow Clearance,2
05/17/21 16:38:25.200,9,Phase End Yellow Clearance,2
05/17/21 16:38:25.200,10,Phase Begin Red Clearance,2
05/17/21 16:38:27.200,11,Phase End Red Clearance,2
05/17/21 16:38:42.500,1,Phase Begin Green,2
05/17/21 16:40:05.900,7,Phase Green Termination,2
05/17/21 16:40:05.900,8,Phase Begin Yellow Clearance,2
05/17/21 16:40:11.200,9,Phase End Yellow Clearance,2
05/17/21 16:40:11.200,10,Phase Begin Red Clearance,2
05/17/21 16:40:13.200,11,Phase End Red Clearance,2
05/17/21 16:40:29.100,1,Phase Begin Green,2
05/17/21 16:41:43.400,7,Phase Green Termination,2
05/17/21 16:41:43.400,8,Phase Begin Yellow Clearance,2
05/17/21 16:41:48.700,9,Phase End Yellow Clearance,2
05/17/21 16:41:48.700,10,Phase Begin Red Clearance,2
05/17/21 16:41:50.700,11,Phase End Red Clearance,2
05/17/21 16:42:06.000,1,Phase Begin Green,2
05/17/21 16:43:19.900,7,Phase Green Termination,2
05/17/21 16:43:19.900,8,Phase Begin Yellow Clearance,2
05/17/21 16:43:25.200,9,Phase End Yellow Clearance,2
05/17/21 16:43:25.200,10,Phase Begin Red Clearance,2
05/17/21 16:43:27.200,11,Phase End Red Clearance,2
05/17/21 16:43:44.600,1,Phase Begin Green,2
05/17/21 16:45:02.900,7,Phase Green Termination,2
05/17/21 16:45:02.900,8,Phase Begin Yellow Clearance,2
05/17/21 16:45:07.200,9,Phase End Red Clearance,2
05/17/21 16:45:08.200,10,Phase End Yellow Clearance,2
05/17/21 16:45:08.200,11,Phase Begin Red Clearance,2
05/17/21 16:45:23.400,1,Phase Begin Green,2
05/17/21 16:46:39.900,7,Phase Green Termination,2
05/17/21 16:46:39.900,8,Phase Begin Yellow Clearance,2
05/17/21 16:46:45.200,9,Phase End Yellow Clearance,2
05/17/21 16:46:45.200,10,Phase Begin Red Clearance,2
05/17/21 16:46:47.200,11,Phase End Red Clearance,2
05/17/21 16:47:02.500,1,Phase Begin Green,2
05/17/21 16:49:59.900,7,Phase Green Termination,2
05/17/21 16:49:59.900,8,Phase Begin Yellow Clearance,2
05/17/21 16:50:05.200,9,Phase End Yellow Clearance,2
05/17/21 16:50:05.200,10,Phase Begin Red Clearance,2
05/17/21 16:50:07.200,11,Phase End Red Clearance,2
05/17/21 16:50:22.500,1,Phase Begin Green,2
05/17/21 16:51:39.900,7,Phase Green Termination,2
05/17/21 16:51:39.900,8,Phase Begin Yellow Clearance,2
05/17/21 16:51:45.200,9,Phase End Yellow Clearance,2
05/17/21 16:51:45.200,10,Phase Begin Red Clearance,2
05/17/21 16:51:47.200,11,Phase End Red Clearance,2
05/17/21 16:52:06.000,1,Phase Begin Green,2
05/17/21 16:53:19.900,7,Phase Green Termination,2
05/17/21 16:53:19.900,8,Phase Begin Yellow Clearance,2
05/17/21 16:53:25.200,9,Phase End Yellow Clearance,2
05/17/21 16:53:25.200,10,Phase Begin Red Clearance,2
05/17/21 16:53:27.200,11,Phase End Red Clearance,2
05/17/21 16:53:42.600,1,Phase Begin Green,2
05/17/21 16:56:39.800,7,Phase Green Termination,2
05/17/21 16:56:39.800,8,Phase Begin Yellow Clearance,2
05/17/21 16:56:45.100,9,Phase End Yellow Clearance,2
05/17/21 16:56:45.100,10,Phase Begin Red Clearance,2
05/17/21 16:56:47.100,11,Phase End Red Clearance,2
05/17/21 16:57:02.400,1,Phase Begin Green,2
05/17/21 16:58:19.800,7,Phase Green Termination,2
05/17/21 16:58:19.800,8,Phase Begin Yellow Clearance,2
05/17/21 16:58:25.100,9,Phase End Yellow Clearance,2
05/17/21 16:58:25.100,10,Phase Begin Red Clearance,2
05/17/21 16:58:27.100,11,Phase End Red Clearance,2
05/17/21 16:58:44.300,1,Phase Begin Green,2
05/17/21 17:04:59.800,7,Phase Green Termination,2
05/17/21 17:04:59.800,8,Phase Begin Yellow Clearance,2
05/17/21 17:05:05.100,9,Phase End Yellow Clearance,2
05/17/21 17:05:05.100,10,Phase Begin Red Clearance,2
05/17/21 17:05:07.100,11,Phase End Red Clearance,2
05/17/21 17:05:22.400,1,Phase Begin Green,2
05/17/21 17:06:42.700,7,Phase Green Termination,2
05/17/21 17:06:42.700,8,Phase Begin Yellow Clearance,2
05/17/21 17:06:48.000,9,Phase End Yellow Clearance,2
05/17/21 17:06:48.000,10,Phase Begin Red Clearance,2
05/17/21 17:06:50.000,11,Phase End Red Clearance,2
05/17/21 17:07:05.300,1,Phase Begin Green,2
05/17/21 17:09:59.900,7,Phase Green Termination,2
05/17/21 17:09:59.900,8,Phase Begin Yellow Clearance,2
05/17/21 17:10:05.200,9,Phase End Yellow Clearance,2
05/17/21 17:10:05.200,10,Phase Begin Red Clearance,2
05/17/21 17:10:07.200,11,Phase End Red Clearance,2
05/17/21 17:10:30.100,1,Phase Begin Green,2
05/17/21 17:11:39.900,7,Phase Green Termination,2
05/17/21 17:11:39.900,8,Phase Begin Yellow Clearance,2
05/17/21 17:11:45.200,9,Phase End Yellow Clearance,2
05/17/21 17:11:45.200,10,Phase Begin Red Clearance,2
05/17/21 17:11:47.200,11,Phase End Red Clearance,2
05/17/21 17:12:09.500,1,Phase Begin Green,2
05/17/21 17:13:19.700,7,Phase Green Termination,2
05/17/21 17:13:19.700,8,Phase Begin Yellow Clearance,2
05/17/21 17:13:25.000,9,Phase End Yellow Clearance,2
05/17/21 17:13:25.000,10,Phase Begin Red Clearance,2
05/17/21 17:13:27.400,11,Phase End Red Clearance,2
05/17/21 17:13:43.000,1,Phase Begin Green,2
05/17/21 17:16:39.700,7,Phase Green Termination,2
05/17/21 17:16:39.700,8,Phase Begin Yellow Clearance,2
05/17/21 17:16:45.000,9,Phase End Yellow Clearance,2
05/17/21 17:16:45.000,10,Phase Begin Red Clearance,2
05/17/21 17:16:47.400,11,Phase End Red Clearance,2
05/17/21 17:17:02.300,1,Phase Begin Green,2
05/17/21 17:19:59.800,7,Phase Green Termination,2
05/17/21 17:19:59.800,8,Phase Begin Yellow Clearance,2
05/17/21 17:20:05.100,9,Phase End Yellow Clearance,2
05/17/21 17:20:05.100,10,Phase Begin Red Clearance,2
05/17/21 17:20:07.100,11,Phase End Red Clearance,2
05/17/21 17:20:22.400,1,Phase Begin Green,2
05/17/21 17:21:39.700,7,Phase Green Termination,2
05/17/21 17:21:39.700,8,Phase Begin Yellow Clearance,2
05/17/21 17:21:45.000,9,Phase End Yellow Clearance,2
05/17/21 17:21:45.000,10,Phase Begin Red Clearance,2
05/17/21 17:21:47.400,11,Phase End Red Clearance,2
05/17/21 17:22:02.300,1,Phase Begin Green,2
05/17/21 17:23:19.800,7,Phase Green Termination,2
05/17/21 17:23:19.800,8,Phase Begin Yellow Clearance,2
05/17/21 17:23:25.100,9,Phase End Yellow Clearance,2
05/17/21 17:23:25.100,10,Phase Begin Red Clearance,2
05/17/21 17:23:27.100,11,Phase End Red Clearance,2
05/17/21 17:23:43.800,1,Phase Begin Green,2
05/17/21 17:24:59.800,7,Phase Green Termination,2
05/17/21 17:24:59.800,8,Phase Begin Yellow Clearance,2
05/17/21 17:25:05.100,9,Phase End Yellow Clearance,2
05/17/21 17:25:05.100,10,Phase Begin Red Clearance,2
05/17/21 17:25:07.100,11,Phase End Red Clearance,2
05/17/21 17:25:22.400,1,Phase Begin Green,2
05/17/21 17:28:19.800,7,Phase Green Termination,2
05/17/21 17:28:19.800,8,Phase Begin Yellow Clearance,2
05/17/21 17:28:25.100,9,Phase End Yellow Clearance,2
05/17/21 17:28:25.100,10,Phase Begin Red Clearance,2
05/17/21 17:28:27.100,11,Phase End Red Clearance,2
05/17/21 17:28:45.000,1,Phase Begin Green,2
05/17/21 17:33:24.100,7,Phase Green Termination,2
05/17/21 17:33:24.100,8,Phase Begin Yellow Clearance,2
05/17/21 17:33:29.400,9,Phase End Yellow Clearance,2
05/17/21 17:33:29.400,10,Phase Begin Red Clearance,2
05/17/21 17:33:31.400,11,Phase End Red Clearance,2
05/17/21 17:33:47.600,1,Phase Begin Green,2
05/17/21 17:36:39.800,7,Phase Green Termination,2
05/17/21 17:36:39.800,8,Phase Begin Yellow Clearance,2
05/17/21 17:36:45.100,9,Phase End Yellow Clearance,2
05/17/21 17:36:45.100,10,Phase Begin Red Clearance,2
05/17/21 17:36:47.100,11,Phase End Red Clearance,2
05/17/21 17:37:03.300,1,Phase Begin Green,2
05/17/21 17:38:19.800,7,Phase Green Termination,2
05/17/21 17:38:19.800,8,Phase Begin Yellow Clearance,2
05/17/21 17:38:25.100,9,Phase End Yellow Clearance,2
05/17/21 17:38:25.100,10,Phase Begin Red Clearance,2
05/17/21 17:38:27.100,11,Phase End Red Clearance,2
05/17/21 17:38:42.400,1,Phase Begin Green,2
05/17/21 17:40:05.800,7,Phase Green Termination,2
05/17/21 17:40:05.800,8,Phase Begin Yellow Clearance,2
05/17/21 17:40:11.100,9,Phase End Yellow Clearance,2
05/17/21 17:40:11.100,10,Phase Begin Red Clearance,2
05/17/21 17:40:13.100,11,Phase End Red Clearance,2
05/17/21 17:40:29.500,1,Phase Begin Green,2
05/17/21 17:41:39.800,7,Phase Green Termination,2
05/17/21 17:41:39.800,8,Phase Begin Yellow Clearance,2
05/17/21 17:41:45.100,9,Phase End Yellow Clearance,2
05/17/21 17:41:45.100,10,Phase Begin Red Clearance,2
05/17/21 17:41:47.100,11,Phase End Red Clearance,2
05/17/21 17:42:04.300,1,Phase Begin Green,2
05/17/21 17:43:19.400,7,Phase Green Termination,2
05/17/21 17:43:19.400,8,Phase Begin Yellow Clearance,2
05/17/21 17:43:24.700,9,Phase End Yellow Clearance,2
05/17/21 17:43:24.700,10,Phase Begin Red Clearance,2
05/17/21 17:43:26.700,11,Phase End Red Clearance,2
05/17/21 17:43:42.000,1,Phase Begin Green,2
05/17/21 17:46:39.700,7,Phase Green Termination,2
05/17/21 17:46:39.700,8,Phase Begin Yellow Clearance,2
05/17/21 17:46:45.000,9,Phase End Yellow Clearance,2
05/17/21 17:46:45.000,10,Phase Begin Red Clearance,2
05/17/21 17:46:47.000,11,Phase End Red Clearance,2
05/17/21 17:47:04.200,1,Phase Begin Green,2
05/17/21 17:48:19.700,7,Phase Green Termination,2
05/17/21 17:48:19.700,8,Phase Begin Yellow Clearance,2
05/17/21 17:48:25.000,9,Phase End Yellow Clearance,2
05/17/21 17:48:25.000,10,Phase Begin Red Clearance,2
05/17/21 17:48:27.000,11,Phase End Red Clearance,2
05/17/21 17:49:04.000,1,Phase Begin Green,2
05/17/21 17:49:59.800,7,Phase Green Termination,2
05/17/21 17:49:59.800,8,Phase Begin Yellow Clearance,2
05/17/21 17:50:05.100,9,Phase End Yellow Clearance,2
05/17/21 17:50:05.100,10,Phase Begin Red Clearance,2
05/17/21 17:50:07.100,11,Phase End Red Clearance,2
05/17/21 17:50:29.800,1,Phase Begin Green,2
05/17/21 17:51:39.700,7,Phase Green Termination,2
05/17/21 17:51:39.700,8,Phase Begin Yellow Clearance,2
05/17/21 17:51:45.000,9,Phase End Yellow Clearance,2
05/17/21 17:51:45.000,10,Phase Begin Red Clearance,2
05/17/21 17:51:47.000,11,Phase End Red Clearance,2
05/17/21 17:52:02.300,1,Phase Begin Green,2
05/17/21 17:54:59.800,7,Phase Green Termination,2
05/17/21 17:54:59.800,8,Phase Begin Yellow Clearance,2
05/17/21 17:55:05.100,9,Phase End Yellow Clearance,2
05/17/21 17:55:05.100,10,Phase Begin Red Clearance,2
05/17/21 17:55:07.100,11,Phase End Red Clearance,2
05/17/21 17:55:38.700,1,Phase Begin Green,2
05/17/21 17:56:39.900,7,Phase Green Termination,2
05/17/21 17:56:39.900,8,Phase Begin Yellow Clearance,2
05/17/21 17:56:45.200,9,Phase End Yellow Clearance,2
05/17/21 17:56:45.200,10,Phase Begin Red Clearance,2
05/17/21 17:56:47.200,11,Phase End Red Clearance,2
05/17/21 17:57:02.500,1,Phase Begin Green,2
05/17/21 18:01:39.800,7,Phase Green Termination,2
05/17/21 18:01:39.800,8,Phase Begin Yellow Clearance,2
05/17/21 18:01:45.100,9,Phase End Yellow Clearance,2
05/17/21 18:01:45.100,10,Phase Begin Red Clearance,2
05/17/21 18:01:47.100,11,Phase End Red Clearance,2
05/17/21 18:02:02.400,1,Phase Begin Green,2
05/17/21 18:06:39.800,7,Phase Green Termination,2
05/17/21 18:06:39.800,8,Phase Begin Yellow Clearance,2
05/17/21 18:06:45.100,9,Phase End Yellow Clearance,2
05/17/21 18:06:45.100,10,Phase Begin Red Clearance,2
05/17/21 18:06:47.100,11,Phase End Red Clearance,2
05/17/21 18:07:04.100,1,Phase Begin Green,2
05/17/21 18:08:19.700,7,Phase Green Termination,2
05/17/21 18:08:19.700,8,Phase Begin Yellow Clearance,2
05/17/21 18:08:25.000,9,Phase End Yellow Clearance,2
05/17/21 18:08:25.000,10,Phase Begin Red Clearance,2
05/17/21 18:08:27.000,11,Phase End Red Clearance,2
05/17/21 18:08:42.300,1,Phase Begin Green,2
05/17/21 18:13:34.600,7,Phase Green Termination,2
05/17/21 18:13:34.600,8,Phase Begin Yellow Clearance,2
05/17/21 18:13:39.900,9,Phase End Yellow Clearance,2
05/17/21 18:13:39.900,10,Phase Begin Red Clearance,2
05/17/21 18:13:41.900,11,Phase End Red Clearance,2
05/17/21 18:13:57.200,1,Phase Begin Green,2
05/17/21 18:21:39.700,7,Phase Green Termination,2
05/17/21 18:21:39.700,8,Phase Begin Yellow Clearance,2
05/17/21 18:21:45.000,9,Phase End Yellow Clearance,2
05/17/21 18:21:45.000,10,Phase Begin Red Clearance,2
05/17/21 18:21:47.000,11,Phase End Red Clearance,2
05/17/21 18:22:10.900,1,Phase Begin Green,2
05/17/21 18:23:19.600,7,Phase Green Termination,2
05/17/21 18:23:19.600,8,Phase Begin Yellow Clearance,2
05/17/21 18:23:24.900,9,Phase End Yellow Clearance,2
05/17/21 18:23:24.900,10,Phase Begin Red Clearance,2
05/17/21 18:23:26.900,11,Phase End Red Clearance,2
05/17/21 18:23:42.200,1,Phase Begin Green,2
05/17/21 18:26:39.700,7,Phase Green Termination,2
05/17/21 18:26:39.700,8,Phase Begin Yellow Clearance,2
05/17/21 18:26:45.000,9,Phase End Yellow Clearance,2
05/17/21 18:26:45.000,10,Phase Begin Red Clearance,2
05/17/21 18:26:47.000,11,Phase End Red Clearance,2
05/17/21 18:27:02.300,1,Phase Begin Green,2
05/17/21 18:31:39.600,7,Phase Green Termination,2
05/17/21 18:31:39.600,8,Phase Begin Yellow Clearance,2
05/17/21 18:31:44.900,9,Phase End Yellow Clearance,2
05/17/21 18:31:44.900,10,Phase Begin Red Clearance,2
05/17/21 18:31:46.900,11,Phase End Red Clearance,2
05/17/21 18:32:02.200,1,Phase Begin Green,2
05/17/21 18:35:07.900,7,Phase Green Termination,2
05/17/21 18:35:07.900,8,Phase Begin Yellow Clearance,2
05/17/21 18:35:13.200,9,Phase End Yellow Clearance,2
05/17/21 18:35:13.200,10,Phase Begin Red Clearance,2
05/17/21 18:35:15.200,11,Phase End Red Clearance,2
05/17/21 18:35:30.500,1,Phase Begin Green,2
05/17/21 18:38:22.500,7,Phase Green Termination,2
05/17/21 18:38:22.500,8,Phase Begin Yellow Clearance,2
05/17/21 18:38:27.800,9,Phase End Yellow Clearance,2
05/17/21 18:38:27.800,10,Phase Begin Red Clearance,2
05/17/21 18:38:29.800,11,Phase End Red Clearance,2
05/17/21 18:38:45.100,1,Phase Begin Green,2
05/17/21 18:39:59.700,7,Phase Green Termination,2
05/17/21 18:39:59.700,8,Phase Begin Yellow Clearance,2
05/17/21 18:40:05.000,9,Phase End Yellow Clearance,2
05/17/21 18:40:05.000,10,Phase Begin Red Clearance,2
05/17/21 18:40:07.000,11,Phase End Red Clearance,2
05/17/21 18:40:22.300,1,Phase Begin Green,2
05/17/21 18:43:35.100,7,Phase Green Termination,2
05/17/21 18:43:35.100,8,Phase Begin Yellow Clearance,2
05/17/21 18:43:40.400,9,Phase End Yellow Clearance,2
05/17/21 18:43:40.400,10,Phase Begin Red Clearance,2
05/17/21 18:43:42.400,11,Phase End Red Clearance,2
05/17/21 18:43:57.700,1,Phase Begin Green,2
05/17/21 18:45:08.800,7,Phase Green Termination,2
05/17/21 18:45:08.800,8,Phase Begin Yellow Clearance,2
05/17/21 18:45:14.100,9,Phase End Yellow Clearance,2
05/17/21 18:45:14.100,10,Phase Begin Red Clearance,2
05/17/21 18:45:16.100,11,Phase End Red Clearance,2
05/17/21 18:45:32.000,1,Phase Begin Green,2
05/17/21 18:48:19.600,7,Phase Green Termination,2
05/17/21 18:48:19.600,8,Phase Begin Yellow Clearance,2
05/17/21 18:48:24.900,9,Phase End Yellow Clearance,2
05/17/21 18:48:24.900,10,Phase Begin Red Clearance,2
05/17/21 18:48:26.900,11,Phase End Red Clearance,2
05/17/21 18:48:58.100,1,Phase Begin Green,2
05/17/21 18:53:37.600,7,Phase Green Termination,2
05/17/21 18:53:37.600,8,Phase Begin Yellow Clearance,2
05/17/21 18:53:42.900,9,Phase End Yellow Clearance,2
05/17/21 18:53:42.900,10,Phase Begin Red Clearance,2
05/17/21 18:53:44.900,11,Phase End Red Clearance,2
05/17/21 18:54:00.200,1,Phase Begin Green,2
05/17/21 18:58:19.500,7,Phase Green Termination,2
05/17/21 18:58:19.500,8,Phase Begin Yellow Clearance,2
05/17/21 18:58:24.800,9,Phase End Yellow Clearance,2
05/17/21 18:58:24.800,10,Phase Begin Red Clearance,2
05/17/21 18:58:26.800,11,Phase End Red Clearance,2
05/17/21 18:58:57.600,1,Phase Begin Green,2
05/17/21 19:00:03.500,7,Phase Green Termination,2
05/17/21 19:00:03.500,8,Phase Begin Yellow Clearance,2
05/17/21 19:00:06.800,9,Phase End Red Clearance,2
05/17/21 19:00:08.800,10,Phase End Yellow Clearance,2
05/17/21 19:00:08.800,11,Phase Begin Red Clearance,2
05/17/21 19:00:22.100,1,Phase Begin Green,2
05/17/21 19:08:19.600,7,Phase Green Termination,2
