Signal,3035 - 75th St W 29th Ave W,Unnamed: 2,Unnamed: 3
05/17/21 09:31:40.100,8,Phase Begin Yellow Clearance,2
05/17/21 09:31:45.400,9,Phase End Yellow Clearance,2
05/17/21 09:31:45.400,10,Phase Begin Red Clearance,2
05/17/21 09:31:47.400,11,Phase End Red Clearance,2
05/17/21 09:32:36.800,1,Phase Begin Green,2
05/17/21 09:33:20.100,7,Phase Green Termination,2
05/17/21 09:33:20.100,8,Phase Begin Yellow Clearance,2
05/17/21 09:33:25.400,9,Phase End Yellow Clearance,2
05/17/21 09:33:25.400,10,Phase Begin Red Clearance,2
05/17/21 09:33:27.400,11,Phase End Red Clearance,2
05/17/21 09:33:47.200,1,Phase Begin Green,2
05/17/21 09:35:00.200,7,Phase Green Termination,2
05/17/21 09:35:00.200,8,Phase Begin Yellow Clearance,2
05/17/21 09:35:05.500,9,Phase End Yellow Clearance,2
05/17/21 09:35:05.500,10,Phase Begin Red Clearance,2
05/17/21 09:35:07.500,11,Phase End Red Clearance,2
05/17/21 09:35:59.600,1,Phase Begin Green,2
05/17/21 09:37:01.900,7,Phase Green Termination,2
05/17/21 09:37:01.900,8,Phase Begin Yellow Clearance,2
05/17/21 09:37:07.200,9,Phase End Yellow Clearance,2
05/17/21 09:37:07.200,10,Phase Begin Red Clearance,2
05/17/21 09:37:09.200,11,Phase End Red Clearance,2
05/17/21 09:37:24.500,1,Phase Begin Green,2
05/17/21 09:38:20.200,7,Phase Green Termination,2
05/17/21 09:38:20.200,8,Phase Begin Yellow Clearance,2
05/17/21 09:38:25.500,9,Phase End Yellow Clearance,2
05/17/21 09:38:25.500,10,Phase Begin Red Clearance,2
05/17/21 09:38:27.500,11,Phase End Red Clearance,2
05/17/21 09:38:44.000,1,Phase Begin Green,2
05/17/21 09:41:40.100,7,Phase Green Termination,2
05/17/21 09:41:40.100,8,Phase Begin Yellow Clearance,2
05/17/21 09:41:45.400,9,Phase End Yellow Clearance,2
05/17/21 09:41:45.400,10,Phase Begin Red Clearance,2
05/17/21 09:41:47.400,11,Phase End Red Clearance,2
05/17/21 09:42:03.500,1,Phase Begin Green,2
05/17/21 09:43:20.100,7,Phase Green Termination,2
05/17/21 09:43:20.100,8,Phase Begin Yellow Clearance,2
05/17/21 09:43:25.400,9,Phase End Yellow Clearance,2
05/17/21 09:43:25.400,10,Phase Begin Red Clearance,2
05/17/21 09:43:27.400,11,Phase End Red Clearance,2
05/17/21 09:43:45.800,1,Phase Begin Green,2
05/17/21 09:50:00.000,7,Phase Green Termination,2
05/17/21 09:50:00.000,8,Phase Begin Yellow Clearance,2
05/17/21 09:50:05.300,9,Phase End Yellow Clearance,2
05/17/21 09:50:05.300,10,Phase Begin Red Clearance,2
05/17/21 09:50:07.300,11,Phase End Red Clearance,2
05/17/21 09:50:22.600,1,Phase Begin Green,2
05/17/21 09:51:40.100,7,Phase Green Termination,2
05/17/21 09:51:40.100,8,Phase Begin Yellow Clearance,2
05/17/21 09:51:45.400,9,Phase End Yellow Clearance,2
05/17/21 09:51:45.400,10,Phase Begin Red Clearance,2
05/17/21 09:51:47.400,11,Phase End Red Clearance,2
05/17/21 09:52:02.700,1,Phase Begin Green,2
05/17/21 09:53:20.000,7,Phase Green Termination,2
05/17/21 09:53:20.000,8,Phase Begin Yellow Clearance,2
05/17/21 09:53:25.300,9,Phase End Yellow Clearance,2
05/17/21 09:53:25.300,10,Phase Begin Red Clearance,2
05/17/21 09:53:27.300,11,Phase End Red Clearance,2
05/17/21 09:53:42.600,1,Phase Begin Green,2
05/17/21 09:56:40.100,7,Phase Green Termination,2
05/17/21 09:56:40.100,8,Phase Begin Yellow Clearance,2
05/17/21 09:56:45.400,9,Phase End Yellow Clearance,2
05/17/21 09:56:45.400,10,Phase Begin Red Clearance,2
05/17/21 09:56:47.400,11,Phase End Red Clearance,2
05/17/21 09:57:05.400,1,Phase Begin Green,2
05/17/21 10:00:17.900,7,Phase Green Termination,2
05/17/21 10:00:17.900,8,Phase Begin Yellow Clearance,2
05/17/21 10:00:23.200,9,Phase End Yellow Clearance,2
05/17/21 10:00:23.200,10,Phase Begin Red Clearance,2
05/17/21 10:00:25.200,11,Phase End Red Clearance,2
05/17/21 10:00:44.400,1,Phase Begin Green,2
05/17/21 10:01:40.000,7,Phase Green Termination,2
05/17/21 10:01:40.000,8,Phase Begin Yellow Clearance,2
05/17/21 10:01:45.300,9,Phase End Yellow Clearance,2
05/17/21 10:01:45.300,10,Phase Begin Red Clearance,2
05/17/21 10:01:47.300,11,Phase End Red Clearance,2
05/17/21 10:02:04.600,1,Phase Begin Green,2
05/17/21 10:03:20.100,7,Phase Green Termination,2
05/17/21 10:03:20.100,8,Phase Begin Yellow Clearance,2
05/17/21 10:03:25.400,9,Phase End Yellow Clearance,2
05/17/21 10:03:25.400,10,Phase Begin Red Clearance,2
05/17/21 10:03:27.400,11,Phase End Red Clearance,2
05/17/21 10:03:42.700,1,Phase Begin Green,2
05/17/21 10:06:47.800,7,Phase Green Termination,2
05/17/21 10:06:47.800,8,Phase Begin Yellow Clearance,2
05/17/21 10:06:53.100,9,Phase End Yellow Clearance,2
05/17/21 10:06:53.100,10,Phase Begin Red Clearance,2
05/17/21 10:06:55.100,11,Phase End Red Clearance,2
05/17/21 10:07:13.600,1,Phase Begin Green,2
05/17/21 10:08:20.100,7,Phase Green Termination,2
05/17/21 10:08:20.100,8,Phase Begin Yellow Clearance,2
05/17/21 10:08:25.400,9,Phase End Yellow Clearance,2
05/17/21 10:08:25.400,10,Phase Begin Red Clearance,2
05/17/21 10:08:27.400,11,Phase End Red Clearance,2
05/17/21 10:09:04.700,1,Phase Begin Green,2
05/17/21 10:10:00.000,7,Phase Green Termination,2
05/17/21 10:10:00.000,8,Phase Begin Yellow Clearance,2
05/17/21 10:10:05.300,9,Phase End Yellow Clearance,2
05/17/21 10:10:05.300,10,Phase Begin Red Clearance,2
05/17/21 10:10:07.300,11,Phase End Red Clearance,2
05/17/21 10:10:24.000,1,Phase Begin Green,2
05/17/21 10:11:40.000,7,Phase Green Termination,2
05/17/21 10:11:40.000,8,Phase Begin Yellow Clearance,2
05/17/21 10:11:45.300,9,Phase End Yellow Clearance,2
05/17/21 10:11:45.300,10,Phase Begin Red Clearance,2
05/17/21 10:11:47.300,11,Phase End Red Clearance,2
05/17/21 10:12:24.600,1,Phase Begin Green,2
05/17/21 10:13:20.000,7,Phase Green Termination,2
05/17/21 10:13:20.000,8,Phase Begin Yellow Clearance,2
05/17/21 10:13:25.300,9,Phase End Yellow Clearance,2
05/17/21 10:13:25.300,10,Phase Begin Red Clearance,2
05/17/21 10:13:27.300,11,Phase End Red Clearance,2
05/17/21 10:13:50.600,1,Phase Begin Green,2
05/17/21 10:15:01.900,7,Phase Green Termination,2
05/17/21 10:15:01.900,8,Phase Begin Yellow Clearance,2
05/17/21 10:15:07.200,9,Phase End Yellow Clearance,2
05/17/21 10:15:07.200,10,Phase Begin Red Clearance,2
05/17/21 10:15:09.200,11,Phase End Red Clearance,2
05/17/21 10:15:24.900,1,Phase Begin Green,2
05/17/21 10:16:40.000,7,Phase Green Termination,2
05/17/21 10:16:40.000,8,Phase Begin Yellow Clearance,2
05/17/21 10:16:45.300,9,Phase End Yellow Clearance,2
05/17/21 10:16:45.300,10,Phase Begin Red Clearance,2
05/17/21 10:16:47.300,11,Phase End Red Clearance,2
05/17/21 10:17:02.800,1,Phase Begin Green,2
05/17/21 10:18:20.000,7,Phase Green Termination,2
05/17/21 10:18:20.000,8,Phase Begin Yellow Clearance,2
05/17/21 10:18:25.300,9,Phase End Yellow Clearance,2
05/17/21 10:18:25.300,10,Phase Begin Red Clearance,2
05/17/21 10:18:27.300,11,Phase End Red Clearance,2
05/17/21 10:18:42.600,1,Phase Begin Green,2
05/17/21 10:19:59.900,7,Phase Green Termination,2
05/17/21 10:19:59.900,8,Phase Begin Yellow Clearance,2
05/17/21 10:20:05.200,9,Phase End Yellow Clearance,2
05/17/21 10:20:05.200,10,Phase Begin Red Clearance,2
05/17/21 10:20:07.200,11,Phase End Red Clearance,2
05/17/21 10:20:24.200,1,Phase Begin Green,2
05/17/21 10:21:39.900,7,Phase Green Termination,2
05/17/21 10:21:39.900,8,Phase Begin Yellow Clearance,2
05/17/21 10:21:45.200,9,Phase End Yellow Clearance,2
05/17/21 10:21:45.200,10,Phase Begin Red Clearance,2
05/17/21 10:21:47.200,11,Phase End Red Clearance,2
05/17/21 10:22:04.000,1,Phase Begin Green,2
05/17/21 10:23:19.900,7,Phase Green Termination,2
05/17/21 10:23:19.900,8,Phase Begin Yellow Clearance,2
05/17/21 10:23:25.200,9,Phase End Yellow Clearance,2
05/17/21 10:23:25.200,10,Phase Begin Red Clearance,2
05/17/21 10:23:27.200,11,Phase End Red Clearance,2
05/17/21 10:23:42.500,1,Phase Begin Green,2
05/17/21 10:26:39.900,7,Phase Green Termination,2
05/17/21 10:26:39.900,8,Phase Begin Yellow Clearance,2
05/17/21 10:26:45.200,9,Phase End Yellow Clearance,2
05/17/21 10:26:45.200,10,Phase Begin Red Clearance,2
05/17/21 10:26:47.200,11,Phase End Red Clearance,2
05/17/21 10:27:12.000,1,Phase Begin Green,2
05/17/21 10:28:34.000,7,Phase Green Termination,2
05/17/21 10:28:34.000,8,Phase Begin Yellow Clearance,2
05/17/21 10:28:39.300,9,Phase End Yellow Clearance,2
05/17/21 10:28:39.300,10,Phase Begin Red Clearance,2
05/17/21 10:28:41.300,11,Phase End Red Clearance,2
05/17/21 10:29:02.600,1,Phase Begin Green,2
05/17/21 10:30:02.000,7,Phase Green Termination,2
05/17/21 10:30:02.000,8,Phase Begin Yellow Clearance,2
05/17/21 10:30:07.300,9,Phase End Yellow Clearance,2
05/17/21 10:30:07.300,10,Phase Begin Red Clearance,2
05/17/21 10:30:09.300,11,Phase End Red Clearance,2
05/17/21 10:30:23.600,1,Phase Begin Green,2
05/17/21 10:33:20.000,7,Phase Green Termination,2
05/17/21 10:33:20.000,8,Phase Begin Yellow Clearance,2
05/17/21 10:33:25.300,9,Phase End Yellow Clearance,2
05/17/21 10:33:25.300,10,Phase Begin Red Clearance,2
05/17/21 10:33:27.300,11,Phase End Red Clearance,2
05/17/21 10:33:45.600,1,Phase Begin Green,2
05/17/21 10:34:59.900,7,Phase Green Termination,2
05/17/21 10:34:59.900,8,Phase Begin Yellow Clearance,2
05/17/21 10:35:05.200,9,Phase End Yellow Clearance,2
05/17/21 10:35:05.200,10,Phase Begin Red Clearance,2
05/17/21 10:35:07.200,11,Phase End Red Clearance,2
05/17/21 10:35:22.500,1,Phase Begin Green,2
05/17/21 10:40:00.000,7,Phase Green Termination,2
05/17/21 10:40:00.000,8,Phase Begin Yellow Clearance,2
05/17/21 10:40:05.300,9,Phase End Yellow Clearance,2
05/17/21 10:40:05.300,10,Phase Begin Red Clearance,2
05/17/21 10:40:07.300,11,Phase End Red Clearance,2
05/17/21 10:40:28.900,1,Phase Begin Green,2
05/17/21 10:41:39.900,7,Phase Green Termination,2
05/17/21 10:41:39.900,8,Phase Begin Yellow Clearance,2
05/17/21 10:41:45.200,9,Phase End Yellow Clearance,2
05/17/21 10:41:45.200,10,Phase Begin Red Clearance,2
05/17/21 10:41:47.200,11,Phase End Red Clearance,2
05/17/21 10:42:05.400,1,Phase Begin Green,2
05/17/21 10:45:01.900,7,Phase Green Termination,2
05/17/21 10:45:01.900,8,Phase Begin Yellow Clearance,2
05/17/21 10:45:07.200,9,Phase End Yellow Clearance,2
05/17/21 10:45:07.200,10,Phase Begin Red Clearance,2
05/17/21 10:45:09.200,11,Phase End Red Clearance,2
05/17/21 10:45:22.500,1,Phase Begin Green,2
05/17/21 10:47:01.500,7,Phase Green Termination,2
05/17/21 10:47:01.500,8,Phase Begin Yellow Clearance,2
05/17/21 10:47:06.800,9,Phase End Yellow Clearance,2
05/17/21 10:47:06.800,10,Phase Begin Red Clearance,2
05/17/21 10:47:08.800,11,Phase End Red Clearance,2
05/17/21 10:47:24.100,1,Phase Begin Green,2
05/17/21 10:48:19.800,7,Phase Green Termination,2
05/17/21 10:48:19.800,8,Phase Begin Yellow Clearance,2
05/17/21 10:48:25.100,9,Phase End Yellow Clearance,2
05/17/21 10:48:25.100,10,Phase Begin Red Clearance,2
05/17/21 10:48:27.100,11,Phase End Red Clearance,2
05/17/21 10:48:48.400,1,Phase Begin Green,2
05/17/21 10:53:27.500,7,Phase Green Termination,2
05/17/21 10:53:27.500,8,Phase Begin Yellow Clearance,2
05/17/21 10:53:32.800,9,Phase End Yellow Clearance,2
05/17/21 10:53:32.800,10,Phase Begin Red Clearance,2
05/17/21 10:53:34.800,11,Phase End Red Clearance,2
05/17/21 10:54:19.300,1,Phase Begin Green,2
05/17/21 10:54:59.800,7,Phase Green Termination,2
05/17/21 10:54:59.800,8,Phase Begin Yellow Clearance,2
05/17/21 10:55:05.100,9,Phase End Yellow Clearance,2
05/17/21 10:55:05.100,10,Phase Begin Red Clearance,2
05/17/21 10:55:07.100,11,Phase End Red Clearance,2
05/17/21 10:55:30.500,1,Phase Begin Green,2
05/17/21 10:56:39.900,7,Phase Green Termination,2
05/17/21 10:56:39.900,8,Phase Begin Yellow Clearance,2
05/17/21 10:56:45.200,9,Phase End Yellow Clearance,2
05/17/21 10:56:45.200,10,Phase Begin Red Clearance,2
05/17/21 10:56:47.200,11,Phase End Red Clearance,2
05/17/21 10:57:02.500,1,Phase Begin Green,2
05/17/21 11:00:01.800,7,Phase Green Termination,2
05/17/21 11:00:01.800,8,Phase Begin Yellow Clearance,2
05/17/21 11:00:07.100,9,Phase End Yellow Clearance,2
05/17/21 11:00:07.100,10,Phase Begin Red Clearance,2
05/17/21 11:00:09.100,11,Phase End Red Clearance,2
05/17/21 11:00:22.400,1,Phase Begin Green,2
05/17/21 11:01:39.800,7,Phase Green Termination,2
05/17/21 11:01:39.800,8,Phase Begin Yellow Clearance,2
05/17/21 11:01:45.100,9,Phase End Yellow Clearance,2
05/17/21 11:01:45.100,10,Phase Begin Red Clearance,2
05/17/21 11:01:47.100,11,Phase End Red Clearance,2
05/17/21 11:02:02.800,1,Phase Begin Green,2
05/17/21 11:03:35.400,7,Phase Green Termination,2
05/17/21 11:03:35.400,8,Phase Begin Yellow Clearance,2
05/17/21 11:03:40.700,9,Phase End Yellow Clearance,2
05/17/21 11:03:40.700,10,Phase Begin Red Clearance,2
05/17/21 11:03:42.700,11,Phase End Red Clearance,2
05/17/21 11:03:58.300,1,Phase Begin Green,2
05/17/21 11:08:19.800,7,Phase Green Termination,2
05/17/21 11:08:19.800,8,Phase Begin Yellow Clearance,2
05/17/21 11:08:25.100,9,Phase End Yellow Clearance,2
05/17/21 11:08:25.100,10,Phase Begin Red Clearance,2
05/17/21 11:08:27.100,11,Phase End Red Clearance,2
05/17/21 11:08:45.700,1,Phase Begin Green,2
05/17/21 11:09:59.800,7,Phase Green Termination,2
05/17/21 11:09:59.800,8,Phase Begin Yellow Clearance,2
05/17/21 11:10:05.100,9,Phase End Yellow Clearance,2
05/17/21 11:10:05.100,10,Phase Begin Red Clearance,2
05/17/21 11:10:07.100,11,Phase End Red Clearance,2
05/17/21 11:10:22.400,1,Phase Begin Green,2
05/17/21 11:11:39.900,7,Phase Green Termination,2
05/17/21 11:11:39.900,8,Phase Begin Yellow Clearance,2
05/17/21 11:11:45.200,9,Phase End Yellow Clearance,2
05/17/21 11:11:45.200,10,Phase Begin Red Clearance,2
05/17/21 11:11:47.200,11,Phase End Red Clearance,2
05/17/21 11:12:03.400,1,Phase Begin Green,2
05/17/21 11:15:01.700,7,Phase Green Termination,2
05/17/21 11:15:01.700,8,Phase Begin Yellow Clearance,2
05/17/21 11:15:07.000,9,Phase End Yellow Clearance,2
05/17/21 11:15:07.000,10,Phase Begin Red Clearance,2
05/17/21 11:15:09.000,11,Phase End Red Clearance,2
05/17/21 11:15:22.300,1,Phase Begin Green,2
05/17/21 11:16:39.800,7,Phase Green Termination,2
05/17/21 11:16:39.800,8,Phase Begin Yellow Clearance,2
05/17/21 11:16:45.100,9,Phase End Yellow Clearance,2
05/17/21 11:16:45.100,10,Phase Begin Red Clearance,2
05/17/21 11:16:47.100,11,Phase End Red Clearance,2
05/17/21 11:17:03.600,1,Phase Begin Green,2
05/17/21 11:18:19.800,7,Phase Green Termination,2
05/17/21 11:18:19.800,8,Phase Begin Yellow Clearance,2
05/17/21 11:18:25.100,9,Phase End Yellow Clearance,2
05/17/21 11:18:25.100,10,Phase Begin Red Clearance,2
05/17/21 11:18:27.100,11,Phase End Red Clearance,2
05/17/21 11:18:42.400,1,Phase Begin Green,2
05/17/21 11:19:59.700,7,Phase Green Termination,2
05/17/21 11:19:59.700,8,Phase Begin Yellow Clearance,2
05/17/21 11:20:05.000,9,Phase End Yellow Clearance,2
05/17/21 11:20:05.000,10,Phase Begin Red Clearance,2
05/17/21 11:20:07.000,11,Phase End Red Clearance,2
05/17/21 11:20:28.900,1,Phase Begin Green,2
05/17/21 11:22:00.500,7,Phase Green Termination,2
05/17/21 11:22:00.500,8,Phase Begin Yellow Clearance,2
05/17/21 11:22:05.800,9,Phase End Yellow Clearance,2
05/17/21 11:22:05.800,10,Phase Begin Red Clearance,2
05/17/21 11:22:07.800,11,Phase End Red Clearance,2
05/17/21 11:22:24.000,1,Phase Begin Green,2
05/17/21 11:23:19.800,7,Phase Green Termination,2
05/17/21 11:23:19.800,8,Phase Begin Yellow Clearance,2
05/17/21 11:23:25.100,9,Phase End Yellow Clearance,2
05/17/21 11:23:25.100,10,Phase Begin Red Clearance,2
05/17/21 11:23:27.100,11,Phase End Red Clearance,2
05/17/21 11:23:42.400,1,Phase Begin Green,2
05/17/21 11:24:59.700,7,Phase Green Termination,2
05/17/21 11:24:59.700,8,Phase Begin Yellow Clearance,2
05/17/21 11:25:05.000,9,Phase End Yellow Clearance,2
05/17/21 11:25:05.000,10,Phase Begin Red Clearance,2
05/17/21 11:25:07.000,11,Phase End Red Clearance,2
05/17/21 11:25:41.700,1,Phase Begin Green,2
05/17/21 11:28:19.700,7,Phase Green Termination,2
05/17/21 11:28:19.700,8,Phase Begin Yellow Clearance,2
05/17/21 11:28:25.000,9,Phase End Yellow Clearance,2
05/17/21 11:28:25.000,10,Phase Begin Red Clearance,2
05/17/21 11:28:27.000,11,Phase End Red Clearance,2
05/17/21 11:28:49.000,1,Phase Begin Green,2
05/17/21 11:31:39.800,7,Phase Green Termination,2
05/17/21 11:31:39.800,8,Phase Begin Yellow Clearance,2
05/17/21 11:31:45.100,9,Phase End Yellow Clearance,2
05/17/21 11:31:45.100,10,Phase Begin Red Clearance,2
05/17/21 11:31:47.100,11,Phase End Red Clearance,2
05/17/21 11:32:02.400,1,Phase Begin Green,2
05/17/21 11:33:19.800,7,Phase Green Termination,2
05/17/21 11:33:19.800,8,Phase Begin Yellow Clearance,2
05/17/21 11:33:25.100,9,Phase End Yellow Clearance,2
05/17/21 11:33:25.100,10,Phase Begin Red Clearance,2
05/17/21 11:33:27.100,11,Phase End Red Clearance,2
05/17/21 11:33:44.500,1,Phase Begin Green,2
05/17/21 11:34:59.700,7,Phase Green Termination,2
05/17/21 11:34:59.700,8,Phase Begin Yellow Clearance,2
05/17/21 11:35:05.000,9,Phase End Yellow Clearance,2
05/17/21 11:35:05.000,10,Phase Begin Red Clearance,2
05/17/21 11:35:07.000,11,Phase End Red Clearance,2
05/17/21 11:35:44.300,1,Phase Begin Green,2
05/17/21 11:36:39.700,7,Phase Green Termination,2
05/17/21 11:36:39.700,8,Phase Begin Yellow Clearance,2
05/17/21 11:36:45.000,9,Phase End Yellow Clearance,2
05/17/21 11:36:45.000,10,Phase Begin Red Clearance,2
05/17/21 11:36:47.000,11,Phase End Red Clearance,2
05/17/21 11:37:02.300,1,Phase Begin Green,2
05/17/21 11:38:19.700,7,Phase Green Termination,2
05/17/21 11:38:19.700,8,Phase Begin Yellow Clearance,2
05/17/21 11:38:25.000,9,Phase End Yellow Clearance,2
05/17/21 11:38:25.000,10,Phase Begin Red Clearance,2
05/17/21 11:38:27.000,11,Phase End Red Clearance,2
05/17/21 11:38:52.600,1,Phase Begin Green,2
05/17/21 11:39:59.700,7,Phase Green Termination,2
05/17/21 11:39:59.700,8,Phase Begin Yellow Clearance,2
05/17/21 11:40:05.000,9,Phase End Yellow Clearance,2
05/17/21 11:40:05.000,10,Phase Begin Red Clearance,2
05/17/21 11:40:07.000,11,Phase End Red Clearance,2
05/17/21 11:40:38.500,1,Phase Begin Green,2
05/17/21 11:41:39.800,7,Phase Green Termination,2
05/17/21 11:41:39.800,8,Phase Begin Yellow Clearance,2
05/17/21 11:41:45.100,9,Phase End Yellow Clearance,2
05/17/21 11:41:45.100,10,Phase Begin Red Clearance,2
05/17/21 11:41:47.100,11,Phase End Red Clearance,2
05/17/21 11:42:04.400,1,Phase Begin Green,2
05/17/21 11:43:19.700,7,Phase Green Termination,2
05/17/21 11:43:19.700,8,Phase Begin Yellow Clearance,2
05/17/21 11:43:25.000,9,Phase End Yellow Clearance,2
05/17/21 11:43:25.000,10,Phase Begin Red Clearance,2
05/17/21 11:43:27.000,11,Phase End Red Clearance,2
05/17/21 11:44:19.200,1,Phase Begin Green,2
05/17/21 11:45:01.600,7,Phase Green Termination,2
05/17/21 11:45:01.600,8,Phase Begin Yellow Clearance,2
05/17/21 11:45:06.900,9,Phase End Yellow Clearance,2
05/17/21 11:45:06.900,10,Phase Begin Red Clearance,2
05/17/21 11:45:08.900,11,Phase End Red Clearance,2
05/17/21 11:45:40.800,1,Phase Begin Green,2
05/17/21 11:46:39.700,7,Phase Green Termination,2
05/17/21 11:46:39.700,8,Phase Begin Yellow Clearance,2
05/17/21 11:46:45.000,9,Phase End Yellow Clearance,2
05/17/21 11:46:45.000,10,Phase Begin Red Clearance,2
05/17/21 11:46:47.000,11,Phase End Red Clearance,2
05/17/21 11:47:02.300,1,Phase Begin Green,2
05/17/21 11:48:19.600,7,Phase Green Termination,2
05/17/21 11:48:19.600,8,Phase Begin Yellow Clearance,2
05/17/21 11:48:24.900,9,Phase End Yellow Clearance,2
05/17/21 11:48:24.900,10,Phase Begin Red Clearance,2
05/17/21 11:48:26.900,11,Phase End Red Clearance,2
05/17/21 11:48:42.200,1,Phase Begin Green,2
05/17/21 11:49:59.600,7,Phase Green Termination,2
05/17/21 11:49:59.600,8,Phase Begin Yellow Clearance,2
05/17/21 11:50:04.900,9,Phase End Yellow Clearance,2
05/17/21 11:50:04.900,10,Phase Begin Red Clearance,2
05/17/21 11:50:06.900,11,Phase End Red Clearance,2
05/17/21 11:50:22.200,1,Phase Begin Green,2
05/17/21 11:51:39.700,7,Phase Green Termination,2
05/17/21 11:51:39.700,8,Phase Begin Yellow Clearance,2
05/17/21 11:51:45.000,9,Phase End Yellow Clearance,2
05/17/21 11:51:45.000,10,Phase Begin Red Clearance,2
05/17/21 11:51:47.000,11,Phase End Red Clearance,2
05/17/21 11:52:22.800,1,Phase Begin Green,2
05/17/21 11:53:19.600,7,Phase Green Termination,2
05/17/21 11:53:19.600,8,Phase Begin Yellow Clearance,2
05/17/21 11:53:24.900,9,Phase End Yellow Clearance,2
05/17/21 11:53:24.900,10,Phase Begin Red Clearance,2
05/17/21 11:53:26.900,11,Phase End Red Clearance,2
05/17/21 11:53:42.200,1,Phase Begin Green,2
05/17/21 11:55:14.900,7,Phase Green Termination,2
05/17/21 11:55:14.900,8,Phase Begin Yellow Clearance,2
05/17/21 11:55:20.200,9,Phase End Yellow Clearance,2
05/17/21 11:55:20.200,10,Phase Begin Red Clearance,2
05/17/21 11:55:22.200,11,Phase End Red Clearance,2
05/17/21 11:55:37.500,1,Phase Begin Green,2
05/17/21 11:56:39.700,7,Phase Green Termination,2
05/17/21 11:56:39.700,8,Phase Begin Yellow Clearance,2
05/17/21 11:56:45.000,9,Phase End Yellow Clearance,2
05/17/21 11:56:45.000,10,Phase Begin Red Clearance,2
05/17/21 11:56:47.000,11,Phase End Red Clearance,2
05/17/21 11:57:02.300,1,Phase Begin Green,2
05/17/21 11:58:19.600,7,Phase Green Termination,2
05/17/21 11:58:19.600,8,Phase Begin Yellow Clearance,2
05/17/21 11:58:24.900,9,Phase End Yellow Clearance,2
05/17/21 11:58:24.900,10,Phase Begin Red Clearance,2
05/17/21 11:58:26.900,11,Phase End Red Clearance,2
05/17/21 11:58:44.100,1,Phase Begin Green,2
05/17/21 12:00:01.600,7,Phase Green Termination,2
05/17/21 12:00:01.600,8,Phase Begin Yellow Clearance,2
05/17/21 12:00:06.900,9,Phase End Yellow Clearance,2
05/17/21 12:00:06.900,10,Phase Begin Red Clearance,2
05/17/21 12:00:08.900,11,Phase End Red Clearance,2
05/17/21 12:00:24.700,1,Phase Begin Green,2
05/17/21 12:03:19.600,7,Phase Green Termination,2
05/17/21 12:03:19.600,8,Phase Begin Yellow Clearance,2
05/17/21 12:03:24.900,9,Phase End Yellow Clearance,2
05/17/21 12:03:24.900,10,Phase Begin Red Clearance,2
05/17/21 12:03:26.900,11,Phase End Red Clearance,2
05/17/21 12:03:55.700,1,Phase Begin Green,2
05/17/21 12:05:08.500,7,Phase Green Termination,2
05/17/21 12:05:08.500,8,Phase Begin Yellow Clearance,2
05/17/21 12:05:13.300,9,Phase End Yellow Clearance,2
05/17/21 12:05:13.300,10,Phase Begin Red Clearance,2
05/17/21 12:05:15.300,11,Phase End Red Clearance,2
05/17/21 12:05:39.400,1,Phase Begin Green,2
05/17/21 12:06:39.600,7,Phase Green Termination,2
05/17/21 12:06:39.600,8,Phase Begin Yellow Clearance,2
05/17/21 12:06:44.900,9,Phase End Yellow Clearance,2
05/17/21 12:06:44.900,10,Phase Begin Red Clearance,2
05/17/21 12:06:46.900,11,Phase End Red Clearance,2
05/17/21 12:07:03.200,1,Phase Begin Green,2
05/17/21 12:08:25.500,7,Phase Green Termination,2
05/17/21 12:08:25.500,8,Phase Begin Yellow Clearance,2
05/17/21 12:08:30.800,9,Phase End Yellow Clearance,2
05/17/21 12:08:30.800,10,Phase Begin Red Clearance,2
05/17/21 12:08:32.800,11,Phase End Red Clearance,2
05/17/21 12:08:48.100,1,Phase Begin Green,2
05/17/21 12:11:39.700,7,Phase Green Termination,2
05/17/21 12:11:39.700,8,Phase Begin Yellow Clearance,2
05/17/21 12:11:45.000,9,Phase End Yellow Clearance,2
05/17/21 12:11:45.000,10,Phase Begin Red Clearance,2
05/17/21 12:11:47.000,11,Phase End Red Clearance,2
05/17/21 12:12:02.300,1,Phase Begin Green,2
05/17/21 12:13:19.500,7,Phase Green Termination,2
05/17/21 12:13:19.500,8,Phase Begin Yellow Clearance,2
05/17/21 12:13:24.800,9,Phase End Yellow Clearance,2
05/17/21 12:13:24.800,10,Phase Begin Red Clearance,2
05/17/21 12:13:26.800,11,Phase End Red Clearance,2
05/17/21 12:13:47.000,1,Phase Begin Green,2
05/17/21 12:15:01.600,7,Phase Green Termination,2
05/17/21 12:15:01.600,8,Phase Begin Yellow Clearance,2
05/17/21 12:15:06.900,9,Phase End Yellow Clearance,2
05/17/21 12:15:06.900,10,Phase Begin Red Clearance,2
05/17/21 12:15:08.900,11,Phase End Red Clearance,2
05/17/21 12:15:22.200,1,Phase Begin Green,2
05/17/21 12:16:43.800,7,Phase Green Termination,2
05/17/21 12:16:43.800,8,Phase Begin Yellow Clearance,2
05/17/21 12:16:49.100,9,Phase End Yellow Clearance,2
05/17/21 12:16:49.100,10,Phase Begin Red Clearance,2
05/17/21 12:16:51.100,11,Phase End Red Clearance,2
05/17/21 12:17:08.100,1,Phase Begin Green,2
05/17/21 12:18:19.500,7,Phase Green Termination,2
05/17/21 12:18:19.500,8,Phase Begin Yellow Clearance,2
05/17/21 12:18:24.800,9,Phase End Yellow Clearance,2
